3.4023,5.3059,0
1.7465,3.428,0
2.7475,4.2488,0
0.6408,7.1654,0
3.6903,1.5333,0
3.3481,5.8785,0
1.8764,0.8468,0
4.9166,1.8068,0
4.6263,4.9867,0
3.4163,3.2143,0
0.4642,6.7321,0
0.5079,5.4471,0
2.0784,2.2995,0
2.9298,0.8897,0
4.9431,3.9005,0
4.8759,2.1464,0
5.4225,4.5937,0
1.9481,5.9757,0
1.8649,0.5141,0
3.8838,4.3217,0
1.9157,2.1421,0
2.2147,3.7583,0
3.3058,5.7942,0
3.4699,6.6262,0
0.8672,2.5809,0
3.0329,4.0078,0
2.6525,3.3123,0
3.423,5.0314,0
0.2108,5.7918,0
1.4311,6.0459,0
4.8652,1.5599,0
0.7712,7.2402,0
3.5664,6.9454,0
3.4457,1.9645,0
1.8159,5.2726,0
2.7138,4.5074,0
2.6491,0.7055,0
0.5465,0.121,0
3.9169,5.0518,0
3.7409,5.6109,0
3.875,3.5643,0
3.0813,4.0418,0
4.5409,3.5635,0
3.1027,5.6307,0
1.7361,4.0797,0
5.1602,4.8389,0
1.3328,2.5368,0
1.2335,6.5918,0
3.0489,3.1007,0
1.6238,6.5002,0
4.6998,1.1948,0
2.1533,5.1252,0
1.8286,6.3253,0
4.2127,5.5298,0
4.6546,3.6306,0
4.0324,2.8761,0
0.9721,5.0052,0
0.4164,1.8661,0
0.2248,4.2343,0
4.6942,3.8697,0
6.0299,5.0016,0
2.887,7.8347,0
2.9652,4.1341,0
3.4178,4.8263,0
2.9618,0.9624,0
1.6505,1.1044,0
3.1472,4.8571,0
2.3398,4.3107,0
2.6829,10.4033,0
4.0559,4.0488,0
4.0179,5.8403,0
1.2686,7.8469,0
2.5249,3.6175,0
2.9686,2.9669,0
3.5205,3.8829,0
0.0857,4.5304,0
5.4801,4.0124,0
3.2718,1.2608,0
2.5246,5.3802,0
2.4337,7.8785,0
4.6642,6.3902,0
2.4765,5.079,0
1.403,0.0655,0
3.0106,4.0047,0
1.9225,8.6984,0
3.6453,3.6779,0
2.6798,2.8779,0
5.6776,7.2857,0
2.9303,8.0475,0
3.1103,4.2804,0
2.9223,4.9114,0
3.2159,1.3855,0
2.5843,3.3625,0
2.5637,3.6561,0
4.3613,1.7781,0
3.2394,3.6523,0
2.5689,1.3118,0
3.0272,4.5411,0
1.2547,3.3352,0
3.0192,3.8909,0
2.3608,1.0197,0
4.2552,4.0066,0
2.7715,6.0718,0
3.4046,5.5125,0
3.4729,7.1746,0
4.2072,5.6593,0
5.517,5.2674,0
1.8279,5.8864,0
3.1724,7.3521,0
3.4939,4.8581,0
1.3019,5.532,0
2.6168,7.8063,0
4.2845,0.6228,0
4.8164,4.8201,0
5.4294,3.4517,0
3.5028,3.7046,0
5.6743,3.4656,0
4.3358,4.8803,0
5.0348,5.1528,0
2.8969,4.7733,0
2.6746,0.2412,0
3.3708,4.5798,0
5.7922,1.5625,0
0.70492,5.2357,0
5.7832,3.5422,0
2.5484,4.5506,0
3.5594,1.1377,0
4.0554,4.6936,0
2.289,2.7081,0
2.8946,4.1495,0
2.0199,2.5205,0
3.0491,4.8517,0
3.2203,3.1854,0
4.1081,5.0475,0
3.2235,8.1143,0
0.5113,4.4173,0
4.3011,3.1339,0
3.4988,4.4609,0
1.8982,4.8198,0
3.8065,10.141,0
3.5225,1.2095,0
0.2038,3.8398,0
3.0562,3.0181,0
3.2444,6.8328,0
3.906,2.6952,0
6.0469,5.5181,0
2.8319,1.0064,0
4.0586,3.375,0
2.666,5.1803,0
2.5267,5.8167,0
0.3234,1.8787,0
2.9697,3.545,0
2.7328,5.5174,0
3.0262,3.8824,0
4.2004,2.0033,0
2.6807,4.0555,0
0.323,6.4709,0
3.2724,4.6728,0
2.4162,3.3918,0
3.1527,5.0209,0
0.8391,6.4989,0
3.5112,7.4897,0
2.1618,3.0261,0
4.3629,3.9575,0
2.5818,7.8718,0
0.9154,8.3945,0
